Course,Equivalent
INFO 491,IS 483
INFO 555,CI 555
INFO 555,EPSY 555
INFO 591,ANSC 591
INFO 591,CPSC 591
INFO 591,IS 583
IS 107,CS 107
IS 107,STAT 107
IS 202,INFO 202
IS 202,MACS 202
IS 310,INFO 310
IS 482,ENGL 482
IS 483,CPSC 491
IS 483,INFO 491
IS 512,MDIA 512
IS 532,CS 513
IS 583,ANSC 591
IS 583,CPSC 591
IS 583,INFO 591
ITAL 240,CWL 240
ITAL 240,MDVL 240
ITAL 413,CWL 413
ITAL 413,MDVL 413
ITAL 414,CWL 414
ITAL 414,MDVL 414
ITAL 415,EURO 415
ITAL 415,PS 415
ITAL 418,EURO 418
ITAL 418,FR 418
ITAL 418,GER 418
ITAL 418,LING 418
ITAL 418,PS 418
ITAL 418,SLAV 418
ITAL 418,SPAN 418
ITAL 420,CWL 420
ITAL 420,MDVL 420
ITAL 435,FR 462
ITAL 435,LING 462
ITAL 435,PORT 435
ITAL 435,RMLG 435
ITAL 435,SPAN 435
ITAL 460,EIL 460
ITAL 460,EPSY 487
ITAL 460,FR 460
ITAL 460,GER 460
ITAL 460,PORT 460
ITAL 460,SLS 460
ITAL 460,SPAN 460
ITAL 470,MACS 470
ITAL 489,FR 481
ITAL 489,GER 489
ITAL 489,LING 489
ITAL 489,PORT 489
ITAL 489,SPAN 489
ITAL 505,FR 505
ITAL 530,FR 530
ITAL 559,FR 559
ITAL 559,LING 559
ITAL 559,PORT 559
ITAL 559,RMLG 559
ITAL 559,SPAN 557
ITAL 580,EIL 580
ITAL 580,FR 580
ITAL 580,GER 580
ITAL 580,PORT 580
ITAL 580,SLS 580
ITAL 580,SPAN 580
ITAL 584,CI 584
ITAL 584,EALC 584
ITAL 584,EPSY 563
ITAL 584,FR 584
ITAL 584,GER 584
ITAL 584,LING 584
ITAL 584,PORT 584
ITAL 584,SPAN 584
ITAL 588,EALC 588
ITAL 588,FR 588
ITAL 588,GER 588
ITAL 588,LING 588
ITAL 588,PORT 588
ITAL 588,SPAN 588
JOUR 482,AFRO 482
JS 108,ANTH 108
JS 108,PHIL 108
JS 108,REL 108
JS 120,HIST 168
JS 120,REL 120
JS 201,REL 212
JS 209,CWL 209
JS 209,ENGL 222
JS 211,CWL 211
JS 211,SAME 211
JS 212,CWL 212
JS 212,SAME 212
JS 220,CWL 221
JS 220,ENGL 223
JS 220,REL 220
JS 220,YDSH 220
JS 252,HIST 252
JS 261,CWL 273
JS 261,ENGL 269
JS 261,GER 261
JS 262,HIST 262
JS 269,HIST 269
JS 269,REL 269
JS 284,CWL 284
JS 284,ENGL 284
JS 284,REL 284
JS 290,ANTH 290
JS 320,CWL 320
JS 320,ENGL 359
JS 320,REL 320
JS 320,YDSH 320
JS 335,HIST 335
JS 341,CWL 341
JS 341,REL 340
JS 341,SAME 341
JS 344,MDVL 344
JS 344,REL 344
JS 355,HIST 355
JS 442,HIST 432
JS 442,REL 442
JS 454,CWL 454
JS 454,SAME 454
JS 496,REL 496
KIN 110,CHLH 110
KIN 230,HDFS 263
KIN 230,RST 230
KIN 259,HDFS 259
KIN 262,HDFS 262
KIN 345,HIST 390
KIN 346,RST 346
KIN 346,MACS 346
KIN 365,AHS 365
KIN 365,CHLH 365
KIN 365,RST 365
KIN 365,SHS 370
KIN 375,AHS 375
KIN 375,SHS 375
KIN 390,CHLH 390
KIN 390,RST 390
KIN 407,ANTH 404
KIN 407,CHLH 407
KIN 407,REHB 407
KIN 442,GWS 442
KIN 443,PSYC 443
KIN 447,PSYC 447
KIN 448,CHLH 448
KIN 453,FSHN 453
KIN 458,PSYC 451
KIN 458,NEUR 451
KIN 459,HDFS 459
KIN 530,CHLH 530
KIN 530,FSHN 530
KIN 530,HDFS 551
KIN 530,NUTR 530
KIN 530,SOCW 570
KIN 531,CHLH 531
KIN 531,FSHN 531
KIN 531,HDFS 552
KIN 531,NUTR 531
KIN 531,SOCW 571
KIN 540,CHLH 540
KIN 565,CHLH 565
KIN 565,RST 560
KIN 565,SHS 565
LA 218,ASST 218
LA 220,ANTH 223
LA 221,AFRO 221
LA 221,HIST 219
LA 222,ARCH 222
LA 242,RST 242
LA 242,NRES 242
LA 314,ARCH 314
LA 370,ENSU 300
LA 370,NRES 370
LA 430,HORT 430
LA 441,UP 441
LA 446,GEOG 446
LA 446,NRES 446
LA 446,UP 446
LA 454,ANTH 453
LA 460,ANTH 460
LA 460,RST 459
LA 466,UP 466
LA 472,ANTH 462
LA 472,ARTH 462
LA 480,UP 480
LA 513,ARCH 510
LA 535,UP 535
LA 535,SOCW 535
LA 562,ANTH 557
LA 563,ARCH 563
LA 570,CHLH 580
LA 570,GEOG 561
LA 594,ANTH 594
LAST 232,SPAN 232
LAST 240,AFST 209
LAST 240,CWL 225
LAST 240,FR 240
LAST 308,HIST 308
LAST 325,EPS 325
LAST 325,AFST 325
LAST 325,ASST 325
LAST 325,EURO 325
LAST 325,INFO 325
LAST 325,REES 325
LAST 325,SAME 325
LAST 342,ARTH 342
LAST 343,ARTH 343
LAST 440,ENG 440
LAST 441,ENG 441
LAT 460,MDVL 460
LAT 531,GRK 531
LAT 595,GRK 595
LAW 662,LER 547
LAW 665,ECON 543
LAW 665,LER 543
LAW 678,ANTH 560
LER 410,EURO 410
LER 440,ECON 440
LER 450,HIST 450
LER 450,SOC 422
LER 480,HIST 480
LER 530,PSYC 530
LER 540,ECON 540
LER 541,ECON 541
LER 542,ECON 542
LER 543,ECON 543
LER 543,LAW 665
LER 545,HRD 534
LER 547,LAW 662
LER 565,BADM 512
LING 104,ANTH 104
LING 115,HNDI 115
LING 115,REL 115
LING 221,SHS 221
LING 300,SHS 300
LING 303,SHS 301
LING 307,PHIL 307
LING 321,SHS 321
LING 357,CMN 357
LING 407,PHIL 407
LING 412,AFST 412
LING 415,TRST 415
LING 416,FR 416
LING 418,EURO 418
LING 418,FR 418
LING 418,GER 418
LING 418,ITAL 418
LING 418,PS 418
LING 418,SLAV 418
LING 418,SPAN 418
LING 423,MACS 423
LING 423,PSYC 423
LING 425,MACS 425
LING 427,PSYC 427
LING 427,SHS 427
LING 430,EALC 430
LING 432,CMN 432
LING 432,GWS 432
LING 438,PHIL 438
LING 462,FR 462
LING 462,ITAL 435
LING 462,PORT 435
LING 462,RMLG 435
LING 462,SPAN 435
LING 469,AFST 469
LING 480,SLAV 480
LING 489,FR 481
LING 489,GER 489
LING 489,ITAL 489
LING 489,PORT 489
LING 489,SPAN 489
LING 507,PHIL 507
LING 512,ANTH 512
LING 518,ANTH 518
LING 524,MDIA 524
LING 524,PSYC 524
LING 525,MDIA 525
LING 525,PSYC 525
LING 529,PSYC 529
LING 547,PHIL 547
LING 551,PHIL 551
LING 559,FR 559
LING 559,ITAL 559
LING 559,PORT 559
LING 559,RMLG 559
LING 559,SPAN 557
LING 570,PSYC 514
LING 570,ANTH 514
LING 570,CS 549
LING 570,EPSY 551
LING 570,PHIL 514
LING 575,SHS 500
LING 576,SHS 501
LING 584,CI 584
LING 584,EALC 584
LING 584,EPSY 563
LING 584,FR 584
LING 584,GER 584
LING 584,ITAL 584
LING 584,PORT 584
LING 584,SPAN 584
LING 588,EALC 588
LING 588,FR 588
LING 588,GER 588
LING 588,ITAL 588
LING 588,PORT 588
LING 588,SPAN 588
LLS 200,AAS 200
LLS 201,AAS 201
LLS 201,AFRO 201
LLS 201,PS 201
LLS 215,AAS 215
LLS 215,AFRO 215
LLS 215,AIS 295
LLS 215,GWS 215
LLS 220,SOC 221
LLS 230,GWS 230
LLS 235,GWS 235
LLS 238,HIST 292
LLS 240,ENGL 224
LLS 240,SPAN 240
LLS 242,ENGL 225
LLS 242,SPAN 242
LLS 246,SPAN 246
LLS 250,MACS 250
LLS 258,AAS 258
LLS 258,REL 258
LLS 259,ANTH 259
LLS 260,ARTH 260
LLS 265,AAS 265
LLS 278,SOC 278
LLS 279,HIST 279
LLS 280,HIST 280
LLS 281,AAS 281
LLS 281,AFRO 281
LLS 281,HIST 281
LLS 282,AAS 282
LLS 282,GWS 282
LLS 305,AAS 300
LLS 305,GWS 305
LLS 308,SPAN 308
LLS 310,AAS 310
LLS 310,AFRO 310
LLS 310,EPS 310
LLS 316,PS 316
LLS 320,SOC 321
LLS 320,GWS 320
LLS 322,HDFS 322
LLS 343,AAS 343
LLS 343,AFRO 343
LLS 343,AIS 343
LLS 343,GWS 343
LLS 355,AAS 355
LLS 355,SOC 355
LLS 370,ANTH 370
LLS 372,AAS 370
LLS 375,MACS 375
LLS 377,AAS 375
LLS 379,HIST 379
LLS 382,HIST 382
LLS 387,SOC 387
LLS 391,HIST 391
LLS 392,GWS 392
LLS 392,SOC 392
LLS 412,SOCW 412
LLS 433,CI 433
LLS 435,AAS 435
LLS 435,AFRO 435
LLS 435,GWS 435
LLS 435,MACS 432
LLS 442,GWS 445
LLS 442,SPAN 442
LLS 449,CI 449
LLS 458,ENGL 458
LLS 460,AAS 400
LLS 465,AAS 465
LLS 465,AFRO 465
LLS 465,GWS 465
LLS 472,ANTH 472
LLS 473,CHLH 473
LLS 473,SOC 473
LLS 473,SOCW 473
LLS 475,HIST 476
LLS 479,AAS 479
LLS 479,ANTH 479
LLS 517,CI 517
LLS 554,HDFS 541
LLS 554,SOCW 554
LLS 561,AAS 561
LLS 561,AFRO 531
LLS 561,ANTH 565
LLS 561,GWS 561
MACS 104,ENGL 104
MACS 117,ENGL 117
MACS 202,INFO 202
MACS 202,IS 202
MACS 204,ENGL 277
MACS 204,GWS 204
MACS 207,CWL 207
MACS 211,AFRO 211
MACS 227,AFRO 227
MACS 250,LLS 250
MACS 273,ENGL 273
MACS 275,AIS 275
MACS 275,ENGL 275
MACS 300,HIST 300
MACS 322,CMN 325
MACS 322,PS 312
MACS 326,INFO 326
MACS 335,GWS 335
MACS 345,GWS 345
MACS 345,INFO 345
MACS 345,SOC 345
MACS 346,KIN 346
MACS 346,RST 346
MACS 352,PSYC 352
MACS 356,GWS 356
MACS 365,AAS 365
MACS 373,ENGL 373
MACS 375,LLS 375
MACS 381,AFRO 381
MACS 382,CWL 387
MACS 382,FR 387
MACS 382,HUM 387
MACS 383,CWL 389
MACS 383,FR 389
MACS 383,HUM 389
MACS 389,PS 389
MACS 419,SLAV 419
MACS 423,LING 423
MACS 423,PSYC 423
MACS 425,LING 425
MACS 432,AAS 435
MACS 432,AFRO 435
MACS 432,GWS 435
MACS 432,LLS 435
MACS 461,AIS 461
MACS 466,CWL 467
MACS 466,EALC 466
MACS 470,ITAL 470
MACS 490,EURO 489
MACS 490,SCAN 490
MACS 492,SCAN 492
MACS 493,GER 493
MACS 494,GER 494
MACS 503,CWL 503
MACS 503,ENGL 503
MACS 504,CWL 504
MACS 504,ENGL 504
MATH 357,CS 357
MATH 362,ECE 313
MATH 413,CS 413
MATH 439,PHIL 439
MATH 450,CS 450
MATH 450,CSE 401
MATH 450,ECE 491
MATH 463,STAT 400
MATH 464,STAT 410
MATH 473,CS 473
MATH 473,CSE 414
MATH 475,CS 475
MATH 487,ECE 493
MATH 561,STAT 551
MATH 562,STAT 552
MATH 563,STAT 558
MATH 564,STAT 555
MATH 580,CS 571
MATH 581,CS 572
MATH 584,CS 575
MCB 314,NEUR 314
MCB 406,BIOC 406
MCB 419,BIOP 419
MCB 419,NEUR 419
MCB 433,PATH 433
MCB 434,FSHN 471
MCB 435,IB 442
MCB 442,ANSC 450
MCB 442,PATH 410
MCB 446,CHEM 472
MCB 446,BIOC 446
MCB 461,NEUR 461
MCB 462,NEUR 462
MCB 511,PLPA 509
MCB 533,ANSC 533
MCB 533,CB 533
MCB 542,NEUR 542
MCB 542,PSYC 542
MCB 543,NEUR 543
MCB 543,PSYC 543
MCB 550,BIOP 550
MCB 550,PHYS 550
MCB 553,CHEM 572
MCB 555,BIOC 555
MCB 561,PATH 519
MCB 571,ANSC 543
MCB 571,CHBE 571
MCB 571,STAT 530
MCB 586,PATH 518
MDIA 223,NRES 223
MDIA 512,IS 512
MDIA 524,LING 524
MDIA 524,PSYC 524
MDIA 525,LING 525
MDIA 525,PSYC 525
MDIA 560,GWS 560
MDIA 575,EPS 575
MDIA 580,SOC 580
MDVL 111,ARTH 111
MDVL 122,ENGL 122
MDVL 201,CWL 253
MDVL 201,ENGL 202
MDVL 216,CWL 216
MDVL 216,ENGL 216
MDVL 222,ARTH 222
MDVL 231,ARTH 231
MDVL 240,CWL 240
MDVL 240,ITAL 240
MDVL 245,GWS 245
MDVL 245,HIST 245
MDVL 247,HIST 247
MDVL 251,CWL 251
MDVL 251,REL 251
MDVL 251,SCAN 251
MDVL 252,CWL 252
MDVL 252,SCAN 252
MDVL 255,HIST 255
MDVL 344,JS 344
MDVL 344,REL 344
MDVL 345,HIST 345
MDVL 345,REL 345
MDVL 346,HIST 346
MDVL 346,REL 346
MDVL 403,EPS 403
MDVL 403,HIST 440
MDVL 407,ENGL 407
MDVL 410,CWL 417
MDVL 410,ENGL 412
MDVL 411,ENGL 411
MDVL 412,ARCH 412
MDVL 413,CWL 413
MDVL 413,ITAL 413
MDVL 414,CWL 414
MDVL 414,ITAL 414
MDVL 415,CLCV 415
MDVL 415,CMN 415
MDVL 417,FR 417
MDVL 420,CWL 420
MDVL 420,ITAL 420
MDVL 423,ARTH 423
MDVL 424,ARTH 424
MDVL 431,ARTH 431
MDVL 433,ARTH 433
MDVL 440,REL 440
MDVL 443,HIST 443
MDVL 444,HIST 445
MDVL 460,LAT 460
MDVL 470,GER 470
MDVL 504,REL 504
MDVL 505,SCAN 505
MDVL 506,SCAN 506
MDVL 512,ARCH 512
MDVL 514,ENGL 514
MDVL 515,GER 515
MDVL 522,ARTH 522
MDVL 530,GER 530
MDVL 540,ARTH 531
MDVL 542,HIST 542
MDVL 543,HIST 543
MDVL 570,FR 570
MDVL 571,GER 571
ME 270,TAM 270
ME 411,AE 412
ME 412,CSE 412
ME 445,AE 482
ME 445,ECE 470
ME 446,ECE 489
ME 446,SE 422
ME 471,AE 420
ME 471,CSE 451
ME 481,BIOE 481
ME 482,BIOE 482
ME 485,ECE 485
ME 501,AE 538
ME 510,AE 510
ME 540,ECE 515
ME 544,ECE 554
ME 546,ECE 528
ME 546,SE 520
ME 554,CSE 561
ME 570,AE 524
MILS 120,AFAS 120
MILS 120,NS 120
MSE 454,AE 427
MSE 454,TAM 427
MSE 456,AE 428
MSE 456,TAM 428
MSE 457,CHEM 480
MSE 458,CHEM 482
MSE 472,BIOE 473
MSE 480,CHEM 488
MSE 485,CSE 485
MSE 485,PHYS 466
MSE 492,CHEM 494
MUS 416,ANTH 416
MUS 471,DANC 464
MUSE 250,ANTH 250
NEUR 302,PSYC 302
NEUR 314,MCB 314
NEUR 403,PSYC 403
NEUR 405,PSYC 404
NEUR 413,PSYC 413
NEUR 414,PSYC 414
NEUR 417,FSHN 417
NEUR 417,PSYC 417
NEUR 419,BIOP 419
NEUR 419,MCB 419
NEUR 421,PSYC 421
NEUR 432,IB 432
NEUR 432,PSYC 432
NEUR 433,IB 436
NEUR 433,PHIL 433
NEUR 433,PSYC 433
NEUR 445,PSYC 445
NEUR 450,PSYC 450
NEUR 451,PSYC 451
NEUR 451,KIN 458
NEUR 453,PSYC 453
NEUR 461,MCB 461
NEUR 462,MCB 462
NEUR 510,PSYC 510
NEUR 542,MCB 542
NEUR 542,PSYC 542
NEUR 543,MCB 543
NEUR 543,PSYC 543
NEUR 598,PSYC 598
NPRE 101,ENVS 101
NPRE 201,GLBL 201
NPRE 480,GLBL 480
NPRE 480,PS 480
NPRE 481,GLBL 481
NPRE 483,GLBL 483
NPRE 529,CSE 529
NRES 202,ESE 202
NRES 202,HIST 202
NRES 210,ACE 210
NRES 210,ECON 210
NRES 210,ENVS 210
NRES 210,UP 210
NRES 220,AGCM 220
NRES 220,ENVS 220
NRES 223,MDIA 223
NRES 242,LA 242
NRES 242,RST 242
NRES 270,CPSC 270
NRES 270,IB 220
NRES 287,ESE 287
NRES 287,GEOG 287
NRES 287,PS 273
NRES 310,ACE 310
NRES 310,ENVS 310
NRES 330,AGCM 330
NRES 330,ENVS 330
NRES 348,IB 348
NRES 352,CPSC 352
NRES 368,IB 368
NRES 370,ENSU 300
NRES 370,LA 370
NRES 401,GEOG 401
NRES 406,GEOG 406
NRES 406,GEOL 406
NRES 422,ATMS 421
NRES 422,ESE 421
NRES 422,GEOG 421
NRES 422,GEOL 481
NRES 423,GEOG 423
NRES 430,AGCM 430
NRES 430,ENVS 430
NRES 431,CPSC 431
NRES 431,IB 440
NRES 438,CPSC 438
NRES 439,CPSC 439
NRES 440,ABE 440
NRES 440,ANSC 440
NRES 440,CPSC 440
NRES 440,FSHN 440
NRES 441,ANTH 436
NRES 441,ESE 439
NRES 441,GEOG 436
NRES 441,IB 439
NRES 442,IB 462
NRES 445,ABE 445
NRES 445,ANSC 445
NRES 446,GEOG 446
NRES 446,LA 446
NRES 446,UP 446
NRES 452,IB 453
NRES 460,GEOG 460
NRES 461,IB 461
NRES 462,ESE 452
NRES 462,IB 452
NRES 463,IB 463
NRES 464,IB 464
NRES 472,PSYC 472
NRES 477,GEOG 477
NRES 488,CPSC 488
NRES 504,RST 502
NRES 510,ACE 510
NRES 510,ECON 548
NRES 510,ENVS 510
NRES 516,IB 516
NRES 592,CEE 592
NRES 592,UP 576
NS 120,AFAS 120
NS 120,MILS 120
NUTR 420,FSHN 420
NUTR 426,FSHN 426
NUTR 427,FSHN 427
NUTR 428,FSHN 428
NUTR 510,ANSC 525
NUTR 510,FSHN 510
NUTR 511,ANSC 521
NUTR 511,FSHN 511
NUTR 520,ANSC 520
NUTR 523,ANSC 523
NUTR 524,ANSC 524
NUTR 530,CHLH 530
NUTR 530,FSHN 530
NUTR 530,HDFS 551
NUTR 530,KIN 530
NUTR 530,SOCW 570
NUTR 531,CHLH 531
NUTR 531,FSHN 531
NUTR 531,HDFS 552
NUTR 531,KIN 531
NUTR 531,SOCW 571
NUTR 550,FSHN 550
NUTR 561,FSHN 520
NUTR 591,ANSC 590
PATH 410,ANSC 450
PATH 410,MCB 442
PATH 433,MCB 433
PATH 439,GEOG 439
PATH 439,CHLH 439
PATH 474,CHLH 474
PATH 474,ENVS 474
PATH 511,VCM 511
PATH 517,CHLH 517
PATH 518,MCB 586
PATH 519,MCB 561
PATH 520,CHLH 578
PATH 525,CHLH 527
PATH 525,ENVS 527
PATH 528,IB 508
PATH 542,VCM 542
PATH 544,ANSC 554
PATH 560,GEOG 560
PATH 596,ENVS 596
PATH 596,CB 596
PHIL 108,ANTH 108
PHIL 108,JS 108
PHIL 108,REL 108
PHIL 109,ANTH 109
PHIL 109,REL 109
PHIL 110,REL 110
PHIL 203,CLCV 203
PHIL 230,REL 230
PHIL 231,REL 231
PHIL 307,LING 307
PHIL 316,ECE 316
PHIL 351,PSYC 351
PHIL 407,LING 407
PHIL 419,PHYS 419
PHIL 420,PHYS 420
PHIL 424,REL 424
PHIL 433,IB 436
PHIL 433,NEUR 433
PHIL 433,PSYC 433
PHIL 438,LING 438
PHIL 439,MATH 439
PHIL 458,BCOG 458
PHIL 472,CWL 472
PHIL 472,REL 472
PHIL 472,SCAN 472
PHIL 477,PSYC 477
PHIL 507,LING 507
PHIL 514,PSYC 514
PHIL 514,ANTH 514
PHIL 514,CS 549
PHIL 514,EPSY 551
PHIL 514,LING 570
PHIL 547,LING 547
PHIL 551,LING 551
PHYS 280,GLBL 280
PHYS 329,ATMS 302
PHYS 330,ATMS 312
PHYS 419,PHIL 419
PHYS 420,PHIL 420
PHYS 466,CSE 485
PHYS 466,MSE 485
PHYS 515,ASTR 515
PHYS 516,ASTR 516
PHYS 540,ASTR 540
PHYS 541,ASTR 541
PHYS 542,ASTR 504
PHYS 550,BIOP 550
PHYS 550,MCB 550
PHYS 565,ECE 535
PLPA 407,CPSC 407
PLPA 509,MCB 511
POL 115,REES 115
POL 245,CWL 245
POL 446,CWL 436
PORT 435,FR 462
PORT 435,ITAL 435
PORT 435,LING 462
PORT 435,RMLG 435
PORT 435,SPAN 435
PORT 460,EIL 460
PORT 460,EPSY 487
PORT 460,FR 460
PORT 460,GER 460
PORT 460,ITAL 460
PORT 460,SLS 460
PORT 460,SPAN 460
PORT 489,FR 481
PORT 489,GER 489
PORT 489,ITAL 489
PORT 489,LING 489
PORT 489,SPAN 489
PORT 559,FR 559
PORT 559,ITAL 559
PORT 559,LING 559
PORT 559,RMLG 559
PORT 559,SPAN 557
PORT 571,SPAN 571
PORT 572,SPAN 572
PORT 580,EIL 580
PORT 580,FR 580
PORT 580,GER 580
PORT 580,ITAL 580
PORT 580,SLS 580
PORT 580,SPAN 580
PORT 584,CI 584
PORT 584,EALC 584
PORT 584,EPSY 563
PORT 584,FR 584
PORT 584,GER 584
PORT 584,ITAL 584
PORT 584,LING 584
PORT 584,SPAN 584
PORT 588,EALC 588
PORT 588,FR 588
PORT 588,GER 588
PORT 588,ITAL 588
PORT 588,LING 588
PORT 588,SPAN 588
PS 152,SAME 152
PS 201,AAS 201
PS 201,AFRO 201
PS 201,LLS 201
PS 224,RST 224
PS 225,RST 225
PS 242,AFST 222
PS 242,ANTH 222
PS 242,SOC 222
PS 243,AFRO 243
PS 243,AFST 243
PS 272,GWS 272
PS 273,ESE 287
PS 273,GEOG 287
PS 273,NRES 287
PS 283,GLBL 283
PS 312,CMN 325
PS 312,MACS 322
PS 315,AFRO 315
PS 316,LLS 316
PS 317,AAS 317
PS 321,ACCY 321
PS 321,ACE 321
PS 321,BADM 303
PS 341,AFRO 341
PS 343,EALC 343
PS 346,ASST 346
PS 347,ASST 347
PS 356,GLBL 356
PS 357,GLBL 357
PS 385,EURO 385
PS 385,FR 385
PS 385,GER 385
PS 389,MACS 389
PS 408,REL 408
PS 408,SAME 408
PS 411,CMN 424
PS 413,GWS 478
PS 415,EURO 415
PS 415,ITAL 415
PS 418,EURO 418
PS 418,FR 418
PS 418,GER 418
PS 418,ITAL 418
PS 418,LING 418
PS 418,SLAV 418
PS 418,SPAN 418
PS 480,GLBL 480
PS 480,NPRE 480
PS 514,BADM 510
PS 514,PSYC 553
PS 514,SOC 575
PS 548,ECON 572
PSYC 302,NEUR 302
PSYC 308,REL 308
PSYC 312,AFRO 312
PSYC 314,CHLH 314
PSYC 314,HDFS 314
PSYC 314,RST 314
PSYC 314,REHB 314
PSYC 322,REHB 322
PSYC 322,SPED 322
PSYC 326,EPSY 330
PSYC 329,ANSC 366
PSYC 329,ANTH 342
PSYC 329,IB 329
PSYC 351,PHIL 351
PSYC 352,MACS 352
PSYC 358,IE 340
PSYC 373,ANTH 373
PSYC 403,NEUR 403
PSYC 404,NEUR 405
PSYC 410,AFRO 410
PSYC 413,NEUR 413
PSYC 414,NEUR 414
PSYC 416,AFRO 411
PSYC 417,FSHN 417
PSYC 417,NEUR 417
PSYC 420,EPSY 420
PSYC 421,NEUR 421
PSYC 423,LING 423
PSYC 423,MACS 423
PSYC 427,LING 427
PSYC 427,SHS 427
PSYC 432,ANTH 432
PSYC 432,IB 432
PSYC 432,NEUR 432
PSYC 433,IB 436
PSYC 433,NEUR 433
PSYC 433,PHIL 433
PSYC 443,KIN 443
PSYC 445,NEUR 445
PSYC 447,KIN 447
PSYC 450,NEUR 450
PSYC 451,KIN 458
PSYC 451,NEUR 451
PSYC 453,NEUR 453
PSYC 456,EPSY 456
PSYC 456,IE 445
PSYC 465,EPSY 405
PSYC 472,NRES 472
PSYC 477,PHIL 477
PSYC 509,SOC 589
PSYC 510,NEUR 510
PSYC 514,ANTH 514
PSYC 514,CS 549
PSYC 514,EPSY 551
PSYC 514,LING 570
PSYC 514,PHIL 514
PSYC 515,CB 514
PSYC 515,ENVS 514
PSYC 524,LING 524
PSYC 524,MDIA 524
PSYC 525,LING 525
PSYC 525,MDIA 525
PSYC 526,EPSY 566
PSYC 529,LING 529
PSYC 530,LER 530
PSYC 534,ACCY 595
PSYC 540,EPSY 530
PSYC 542,MCB 542
PSYC 542,NEUR 542
PSYC 543,MCB 543
PSYC 543,NEUR 543
PSYC 553,BADM 510
PSYC 553,PS 514
PSYC 553,SOC 575
PSYC 554,EPSY 552
PSYC 567,EPSY 567
PSYC 581,EPSY 581
PSYC 587,STAT 587
PSYC 587,EPSY 587
PSYC 588,EPSY 588
PSYC 588,SOC 588
PSYC 588,STAT 588
PSYC 589,EPSY 589
PSYC 589,SOC 579
PSYC 594,EPSY 584
PSYC 594,SOC 584
PSYC 595,EPSY 585
PSYC 596,EPSY 586
PSYC 598,NEUR 598
REES 115,POL 115
REES 116,RUSS 115
REES 325,EPS 325
REES 325,AFST 325
REES 325,ASST 325
REES 325,EURO 325
REES 325,INFO 325
REES 325,LAST 325
REES 325,SAME 325
REES 477,SLAV 477
REES 477,CWL 477
REHB 314,CHLH 314
REHB 314,HDFS 314
REHB 314,RST 314
REHB 314,PSYC 314
REHB 322,PSYC 322
REHB 322,SPED 322
REHB 330,CHLH 330
REHB 407,ANTH 404
REHB 407,CHLH 407
REHB 407,KIN 407
REHB 419,EPSY 419
REHB 520,SPED 520
REHB 545,SPED 545
REL 101,CWL 111
REL 101,ENGL 114
REL 104,ASST 104
REL 108,JS 108
REL 108,ANTH 108
REL 108,PHIL 108
REL 109,ANTH 109
REL 109,PHIL 109
REL 110,PHIL 110
REL 111,GRK 101
REL 112,GRK 102
REL 115,HNDI 115
REL 115,LING 115
REL 120,HIST 168
REL 120,JS 120
REL 122,EALC 122
REL 132,EALC 132
REL 160,CLCV 160
REL 170,ESE 170
REL 200,GRK 201
REL 204,GRK 202
REL 205,HEBR 205
REL 208,ASST 208
REL 208,CWL 208
REL 208,SAME 208
REL 212,JS 201
REL 213,SAME 213
REL 214,SAME 214
REL 215,AFST 213
REL 215,HIST 213
REL 220,CWL 221
REL 220,ENGL 223
REL 220,JS 220
REL 220,YDSH 220
REL 223,CWL 223
REL 223,SAME 223
REL 224,EALC 222
REL 224,HIST 222
REL 230,PHIL 230
REL 231,PHIL 231
REL 232,ARTH 218
REL 232,CLCV 232
REL 235,HIST 289
REL 236,HIST 290
REL 251,CWL 251
REL 251,MDVL 251
REL 251,SCAN 251
REL 258,AAS 258
REL 258,LLS 258
REL 260,SAME 260
REL 269,HIST 269
REL 269,JS 269
REL 283,CWL 283
REL 283,ENGL 283
REL 284,CWL 284
REL 284,ENGL 284
REL 284,JS 284
REL 287,EALC 287
REL 291,AAS 291
REL 308,PSYC 308
REL 320,CWL 320
REL 320,ENGL 359
REL 320,JS 320
REL 320,YDSH 320
REL 340,CWL 341
REL 340,JS 341
REL 340,SAME 341
REL 341,ANTH 341
REL 342,ANTH 340
REL 344,JS 344
REL 344,MDVL 344
REL 345,HIST 345
REL 345,MDVL 345
REL 346,HIST 346
REL 346,MDVL 346
REL 347,HIST 347
REL 350,CWL 350
REL 350,SAME 350
REL 393,ANTH 393
REL 393,HIST 393
REL 401,SAME 410
REL 403,ANTH 403
REL 403,GLBL 403
REL 403,GWS 403
REL 403,HIST 434
REL 403,SAME 403
REL 408,PS 408
REL 408,SAME 408
REL 409,ANTH 402
REL 409,ASST 402
REL 412,SNSK 403
REL 413,SNSK 404
REL 414,HEBR 414
REL 420,CWL 421
REL 420,HIST 436
REL 420,SLAV 420
REL 420,YDSH 420
REL 424,PHIL 424
REL 434,HIST 433
REL 435,HIST 486
REL 440,MDVL 440
REL 442,HIST 432
REL 442,JS 442
REL 463,ANTH 463
REL 464,AAS 464
REL 464,ANTH 464
REL 464,GWS 464
REL 472,CWL 472
REL 472,PHIL 472
REL 472,SCAN 472
REL 478,HIST 479
REL 479,HIST 481
REL 481,SAME 481
REL 484,EALC 484
REL 488,EALC 488
REL 495,EALC 495
REL 496,JS 496
REL 504,MDVL 504
REL 514,SAME 514
REL 520,SAME 520
REL 535,HIST 574
REL 564,SAME 564
